index,dateSold,propertyType,lotAreaValue,address,priceChange,zestimate,imgSrc,price,bedrooms,contingentListingType,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,variableData.text,variableData.type,listingSubType.is_FSBA,listingSubType.is_openHouse,variableData,unit,cluster,subcluster,residual
32,,CONDO,,"1 Dalton St #5801/5802, Boston, MA 02115",,,https://photos.zillowstatic.com/fp/d8aa56a31f32c3673987267496b3b848-p_e.jpg,38000000,5,,-71.08425,42.344948,FOR_SALE,2061181865,,-1,8,7848,USA,USD,,1.0,3D Tour,3D_HOME,1,,,# 5801/5802,4.0,1.0,15744176.430958264
33,,CONDO,,"9 Hawthorne Pl APT 7N, Boston, MA 02114",,778117.0,https://photos.zillowstatic.com/fp/690eb45b9a0b73a502b6dea29fba936f-p_e.jpg,789000,2,,-71.06571,42.364014,FOR_SALE,59180219,5200.0,1,2,1313,USA,USD,,1.0,,,1,,,Apt 7N,5.0,1.0,-490980.10399301536
34,,TOWNHOUSE,,"145 Stoughton St UNIT 5, Boston, MA 02125",,975003.0,https://photos.zillowstatic.com/fp/3e42e369e938330c852b67516065eb69-p_e.jpg,975000,2,,-71.06066,42.314655,FOR_SALE,333606591,3099.0,-1,2,1462,USA,USD,,1.0,Open: Sat. 11am-12:30pm,OPEN_HOUSE,1,1.0,,Unit 5,2.0,1.0,324863.863768284
35,,CONDO,,"30 Cross St #2, Charlestown, MA 02129",,1158163.0,https://photos.zillowstatic.com/fp/6dda07e6d3d83a1e370e967eb73db425-p_e.jpg,1135000,2,,-71.06248,42.377235,FOR_SALE,90136249,3399.0,5,2,1426,USA,USD,,1.0,,,1,,,# 2,5.0,1.0,-296384.1443302727
36,,CONDO,9999.0,"1306 Columbia Rd APT 5A, South Boston, MA 02127",,850001.0,https://photos.zillowstatic.com/fp/d0c08cd1bede5b003890333fe3f1200c-p_e.jpg,850000,2,,-71.04692,42.33063,FOR_SALE,60112345,3949.0,13,2,1216,USA,USD,sqft,1.0,,,1,,,Apt 5A,1.0,1.0,-244618.6383515976
37,,SINGLE_FAMILY,6070.0,"49 Wellington Hill St, Mattapan, MA 02126",,650004.0,https://photos.zillowstatic.com/fp/f4140b4ed6849d01301e80e843b8d1f5-p_e.jpg,650000,7,,-71.0949,42.28077,FOR_SALE,59139345,4999.0,32,3,3409,USA,USD,sqft,1.0,,,1,,,,6.0,1.0,-90070.80645795865
38,,SINGLE_FAMILY,3600.0,"410 Beacon St, Boston, MA 02115",,14134545.0,https://photos.zillowstatic.com/fp/b04a4b6027a2d1524fbfdca76fc02910-p_e.jpg,14950000,7,,-71.086044,42.352097,FOR_SALE,59169626,56241.0,15,8,10255,USA,USD,sqft,1.0,,,1,,,,4.0,1.0,-14741172.305352777
39,,SINGLE_FAMILY,3300.0,"40 Grampian Way, Dorchester, MA 02125",,1468403.0,https://photos.zillowstatic.com/fp/aca35b7f2e65901d5d8e7c4c24da859b-p_e.jpg,1499000,4,,-71.050285,42.311867,FOR_SALE,59113324,3999.0,1,4,2611,USA,USD,sqft,1.0,,,1,,,,2.0,1.0,574920.4814467125
0,,CONDO,962.0,"400-402 Blue Hill Ave UNIT B3, Dorchester, MA 02121",,279467.0,https://photos.zillowstatic.com/fp/63322693ad9e9c988bd823139e1626dc-p_e.jpg,279405,2,,-71.08106,42.311,FOR_SALE,2067560178,2999.0,3,2,962,USA,USD,sqft,1.0,,,1,,,Unit B3,2.0,1.0,-251521.65741467022
1,,MULTI_FAMILY,0.28776400367309,"43 Sprague St, Hyde Park, MA 02136",,525946.0,https://photos.zillowstatic.com/fp/4315a2e77d0c8355a9047e90d45b64fe-p_e.jpg,499900,3,,-71.13691,42.236237,FOR_SALE,59129339,3499.0,6,2,2105,USA,USD,acres,1.0,,,1,,,,9.0,1.0,-194761.9488498303
2,,CONDO,1060.0,"257 Northampton St #104, Boston, MA 02118",,,https://photos.zillowstatic.com/fp/3f4d62ecffc4197a4181e8c3be3da022-p_e.jpg,338226,1,,-71.08165,42.339527,FOR_SALE,2061732497,,15,1,1060,USA,USD,sqft,1.0,,,1,,,# 104,4.0,1.0,-949110.979062784
4,,SINGLE_FAMILY,6750.0,"41 Wycliff Ave, West Roxbury, MA 02132",,701984.0,https://photos.zillowstatic.com/fp/66e9c6b3952834f699ab025d3bd0f5bc-p_e.jpg,695000,4,,-71.16907,42.276726,FOR_SALE,59159279,4200.0,5,2,1648,USA,USD,sqft,1.0,,,1,,,,8.0,1.0,-102303.77084103669
5,,MULTI_FAMILY,8530.0,"240 Humboldt Ave, Boston, MA 02121",,775001.0,https://photos.zillowstatic.com/fp/640c78089f53b575870be155f5b157a8-p_e.jpg,775000,8,,-71.09043,42.311462,FOR_SALE,59161782,7800.0,6,4,3850,USA,USD,sqft,1.0,,,1,,,,2.0,1.0,-444480.6070619272
6,,CONDO,978.0,"6-8 Edwin St #3, Dorchester Center, MA 02124",,,https://photos.zillowstatic.com/fp/2ea3127d3f078d34c683a30db04edbe1-p_e.jpg,409000,3,,-71.06299,42.28896,FOR_SALE,2058199720,,1,1,978,USA,USD,sqft,1.0,,,1,,,# 3,7.0,1.0,-57729.634833032556
7,,SINGLE_FAMILY,3980.0,"96 Bernard St, Dorchester, MA 02124",,699906.0,https://photos.zillowstatic.com/fp/f0fc040a8ff373a6e4d00346d536707c-p_e.jpg,699900,5,,-71.07933,42.292667,FOR_SALE,59114095,4400.0,-1,2,2200,USA,USD,sqft,1.0,3D Tour,3D_HOME,1,,,,7.0,1.0,-51203.136041051475
8,,SINGLE_FAMILY,0.33608815426997,"36 Fremont St, Mattapan, MA 02126",,750005.0,https://photos.zillowstatic.com/fp/7cbbb157af021902784329e2918445df-p_e.jpg,750000,4,,-71.09179,42.271038,FOR_SALE,59138041,4200.0,1,3,2570,USA,USD,acres,1.0,,,1,,,,6.0,1.0,90881.61449351674
9,,CONDO,,"633 River St APT 3L, Mattapan, MA 02126",,399003.0,https://photos.zillowstatic.com/fp/6676e3b9c623bc435654a4de26555c96-p_e.jpg,399000,3,,-71.09912,42.265305,FOR_SALE,81380168,2878.0,-1,1,787,USA,USD,,1.0,3D Tour,3D_HOME,1,,,Apt 3L,6.0,1.0,-88082.43013523117
10,,SINGLE_FAMILY,503.0,"1 N Short St, Charlestown, MA 02129",,,https://photos.zillowstatic.com/fp/eceaa20001d35774a627bc16ce541741-p_e.jpg,699000,2,,-71.07038,42.38326,FOR_SALE,2058299407,,7,1,810,USA,USD,sqft,1.0,,,1,,,,5.0,1.0,92968.85432238597
11,,CONDO,934.0,"1986 Commonwealth Ave APT 9, Brighton, MA 02135",,619730.0,https://photos.zillowstatic.com/fp/0842224f21a57d0f3b43916384371fa4-p_e.jpg,599000,2,,-71.157875,42.33926,FOR_SALE,59095188,2900.0,4,1,934,USA,USD,sqft,1.0,,,1,,,Apt 9,10.0,1.0,-22872.426710797008
12,,CONDO,743.0,"699 Hyde Park Ave APT 5, Roslindale, MA 02131",,400114.0,https://photos.zillowstatic.com/fp/1bedf4717d34b91de1e71fa19d1f2c4e-p_e.jpg,389000,2,,-71.12004,42.276474,FOR_SALE,71495300,2350.0,5,1,743,USA,USD,sqft,1.0,,,1,,,Apt 5,12.0,1.0,-23454.11841191695
13,,SINGLE_FAMILY,5450.0,"411 Pond St, Jamaica Plain, MA 02130",,1195010.0,https://photos.zillowstatic.com/fp/67bacd5b8dd66f06e8ea630bf300b416-p_e.jpg,1195000,3,,-71.129845,42.30971,FOR_SALE,59135003,4495.0,6,3,2414,USA,USD,sqft,1.0,,,1,,,,12.0,1.0,99531.89583301754
14,,SINGLE_FAMILY,1546.0,"59 Hano St, Allston, MA 02134",,826317.0,https://photos.zillowstatic.com/fp/f4394fd7ce4d8bec360ca40f56137731-p_e.jpg,818000,3,,-71.13772,42.355335,FOR_SALE,59086909,4300.0,15,3,1496,USA,USD,sqft,1.0,,,1,,,,10.0,1.0,-33247.135487511754
15,,CONDO,,"473 Beacon St APT 9, Boston, MA 02115",,595003.0,https://photos.zillowstatic.com/fp/ac10591ade2d35cf90aedc5bd8fd82e2-p_e.jpg,595000,1,,-71.088615,42.350815,FOR_SALE,59169254,2896.0,-1,1,535,USA,USD,,1.0,Open: Tue. 3:30-4:30pm,OPEN_HOUSE,1,1.0,,Apt 9,4.0,1.0,929415.4457661714
16,,SINGLE_FAMILY,0.0,"167 W Brookline St, Boston, MA 02118",,6013375.0,https://photos.zillowstatic.com/fp/a35896cca1ca1d7ab5b460be8c88ad93-p_e.jpg,6325000,4,,-71.07575,42.34275,FOR_SALE,59182662,19585.0,1,4,4135,USA,USD,sqft,1.0,,,1,,,,4.0,1.0,-4461172.61020381
17,,CONDO,4876.0,"20-20 Glen Rd #3, Jamaica Plain, MA 02130",,,https://photos.zillowstatic.com/fp/650e2cdbc1ec0298be04ec7d03ac7fc8-p_e.jpg,525000,2,,-71.10354,42.309353,FOR_SALE,2058275551,,6,1,878,USA,USD,sqft,1.0,,,1,,,# 3,11.0,1.0,-29005.272341527278
18,,CONDO,828.0,"147-147 Centre St #151A, Roxbury, MA 02119",,,https://photos.zillowstatic.com/fp/f07060f39dbe64e27dac1b00d66542d5-p_e.jpg,429000,2,,-71.09679,42.326096,FOR_SALE,2058225827,,-1,1,828,USA,USD,sqft,1.0,Open: Sat. 12-1:30pm,OPEN_HOUSE,1,1.0,,# 151A,11.0,1.0,-98516.68314142409
19,,SINGLE_FAMILY,6000.0,"16 Sturges Rd, West Roxbury, MA 02132",,899008.0,https://photos.zillowstatic.com/fp/616d7fd42180d31e9d11c349f9dead1b-p_e.jpg,899000,3,,-71.15501,42.280716,FOR_SALE,59157329,3549.0,-1,2,2160,USA,USD,sqft,1.0,3D Tour,3D_HOME,1,,,,8.0,1.0,-43572.32811419619
20,,CONDO,2812.0,"305 Sumner St #1, East Boston, MA 02128",,619004.0,https://photos.zillowstatic.com/fp/f59088443de622c2f1fe95fe5db5abb9-p_e.jpg,619000,2,,-71.03664,42.367397,FOR_SALE,239892897,2700.0,-1,1,784,USA,USD,sqft,1.0,Open: Fri. 4:30-6pm,OPEN_HOUSE,1,1.0,,# 1,3.0,1.0,-28801.513716607355
21,,SINGLE_FAMILY,9323.0,"41 Messinger St, Mattapan, MA 02126",,510003.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=42.27360153198242,-71.09923553466797&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=N4m-G1Y_nzd-bTKIrbx-OlZ8PC8=",510000,3,,-71.099236,42.2736,FOR_SALE,59138155,3395.0,1,2,1008,USA,USD,sqft,,,,1,,,,6.0,1.0,1593.9881838677102
22,,CONDO,,"51 Revere St APT 2, Boston, MA 02114",,840426.0,https://photos.zillowstatic.com/fp/cdaeda5dcdb3db7686920597b8d0e1aa-p_e.jpg,855000,1,,-71.0683,42.359665,FOR_SALE,59173803,3499.0,3,1,857,USA,USD,,1.0,,,1,,,Apt 2,5.0,1.0,185995.4924121995
23,,CONDO,852.0,"141 South St #1, Jamaica Plain, MA 02130",,557954.0,https://photos.zillowstatic.com/fp/764c53e844e0daa47c5d9609ee0d1df5-p_e.jpg,545000,2,,-71.114876,42.30526,FOR_SALE,81859686,2695.0,7,1,852,USA,USD,sqft,1.0,,,1,,,# 1,11.0,1.0,4768.794042526395
24,,SINGLE_FAMILY,5181.0,"6 Menton St, Mattapan, MA 02126",,,https://photos.zillowstatic.com/fp/055022f0929aa9b4972e5127456e9954-p_e.jpg,1099900,4,,-71.078,42.272682,FOR_SALE,2058286020,,6,3,3078,USA,USD,sqft,1.0,,,1,,,,7.0,1.0,144476.13232176285
25,,CONDO,,"167 Beacon St APT 6, Boston, MA 02116",,688921.0,https://photos.zillowstatic.com/fp/15e8027f93a212b0467ee7516e4b7344-p_e.jpg,695000,1,,-71.075485,42.354343,FOR_SALE,59171980,2999.0,5,1,510,USA,USD,,1.0,,,1,,,Apt 6,5.0,1.0,490926.4835363431
26,,CONDO,,"12 Walnut St #1, Boston, MA 02108",,659000.0,https://photos.zillowstatic.com/fp/492084dada6d923b22d51ae004afd310-p_e.jpg,659000,1,,-71.06597,42.35795,FOR_SALE,59174424,3300.0,5,1,646,USA,USD,,1.0,,,1,,,# 1,5.0,1.0,272705.69162601593
27,,CONDO,0.0,"10 Linda Ln APT 2, Boston, MA 02125",,437503.0,https://photos.zillowstatic.com/fp/fa390c1bba0b1e4e8cdd3dbfd213b9b6-p_e.jpg,437500,2,,-71.05066,42.312096,FOR_SALE,59101936,2550.0,4,1,793,USA,USD,sqft,1.0,,,1,,,Apt 2,2.0,1.0,-53133.853574508685
28,,SINGLE_FAMILY,4946.0,"21 Glenhaven Rd, West Roxbury, MA 02132",,760821.0,https://photos.zillowstatic.com/fp/d899a121f233f7a3d3646e5ccc5e5243-p_e.jpg,749000,3,,-71.16347,42.271156,FOR_SALE,59159830,3476.0,-1,2,1402,USA,USD,sqft,1.0,3D Tour,3D_HOME,1,,,,8.0,1.0,21493.23128630151
29,,CONDO,940.0,"58 Percival St #2, Dorchester, MA 02122",,427244.0,https://photos.zillowstatic.com/fp/29cbf494171d9ea3b81c42fa5b3cb690-p_e.jpg,424900,2,,-71.063126,42.305626,FOR_SALE,71497242,2700.0,-1,1,940,USA,USD,sqft,1.0,3D Tour,3D_HOME,1,,,# 2,2.0,1.0,-100781.44034672016
30,,SINGLE_FAMILY,3913.0,"67 Williams Ave, Hyde Park, MA 02136",,493276.0,https://photos.zillowstatic.com/fp/a8fa2b8deb3b8d26bc4e0e437d2b9116-p_e.jpg,470000,3,,-71.118126,42.248753,FOR_SALE,59127522,2900.0,13,1,1554,USA,USD,sqft,1.0,,,1,,,,9.0,1.0,-60240.44397459645
31,,SINGLE_FAMILY,3997.0,"20 Edson St, Dorchester, MA 02124",45100,540376.0,https://photos.zillowstatic.com/fp/7bf1a20215919dd352fe432ec3388391-p_e.jpg,535000,6,,-71.07768,42.286964,FOR_SALE,59110558,4400.0,-1,2,2062,USA,USD,sqft,1.0,3D Tour,3D_HOME,1,,,,7.0,1.0,-183988.94359693816
32,,CONDO,,"1 Dalton St #5801/5802, Boston, MA 02115",,,https://photos.zillowstatic.com/fp/d8aa56a31f32c3673987267496b3b848-p_e.jpg,38000000,5,,-71.08425,42.344948,FOR_SALE,2061181865,,-1,8,7848,USA,USD,,1.0,3D Tour,3D_HOME,1,,,# 5801/5802,4.0,1.0,15744176.430958264
33,,CONDO,,"9 Hawthorne Pl APT 7N, Boston, MA 02114",,778117.0,https://photos.zillowstatic.com/fp/690eb45b9a0b73a502b6dea29fba936f-p_e.jpg,789000,2,,-71.06571,42.364014,FOR_SALE,59180219,5200.0,1,2,1313,USA,USD,,1.0,,,1,,,Apt 7N,5.0,1.0,-490980.10399301536
34,,TOWNHOUSE,,"145 Stoughton St UNIT 5, Boston, MA 02125",,975003.0,https://photos.zillowstatic.com/fp/3e42e369e938330c852b67516065eb69-p_e.jpg,975000,2,,-71.06066,42.314655,FOR_SALE,333606591,3099.0,-1,2,1462,USA,USD,,1.0,Open: Sat. 11am-12:30pm,OPEN_HOUSE,1,1.0,,Unit 5,2.0,1.0,324863.863768284
35,,CONDO,,"30 Cross St #2, Charlestown, MA 02129",,1158163.0,https://photos.zillowstatic.com/fp/6dda07e6d3d83a1e370e967eb73db425-p_e.jpg,1135000,2,,-71.06248,42.377235,FOR_SALE,90136249,3399.0,5,2,1426,USA,USD,,1.0,,,1,,,# 2,5.0,1.0,-296384.1443302727
36,,CONDO,9999.0,"1306 Columbia Rd APT 5A, South Boston, MA 02127",,850001.0,https://photos.zillowstatic.com/fp/d0c08cd1bede5b003890333fe3f1200c-p_e.jpg,850000,2,,-71.04692,42.33063,FOR_SALE,60112345,3949.0,13,2,1216,USA,USD,sqft,1.0,,,1,,,Apt 5A,1.0,1.0,-244618.6383515976
37,,SINGLE_FAMILY,6070.0,"49 Wellington Hill St, Mattapan, MA 02126",,650004.0,https://photos.zillowstatic.com/fp/f4140b4ed6849d01301e80e843b8d1f5-p_e.jpg,650000,7,,-71.0949,42.28077,FOR_SALE,59139345,4999.0,32,3,3409,USA,USD,sqft,1.0,,,1,,,,6.0,1.0,-90070.80645795865
38,,SINGLE_FAMILY,3600.0,"410 Beacon St, Boston, MA 02115",,14134545.0,https://photos.zillowstatic.com/fp/b04a4b6027a2d1524fbfdca76fc02910-p_e.jpg,14950000,7,,-71.086044,42.352097,FOR_SALE,59169626,56241.0,15,8,10255,USA,USD,sqft,1.0,,,1,,,,4.0,1.0,-14741172.305352777
39,,SINGLE_FAMILY,3300.0,"40 Grampian Way, Dorchester, MA 02125",,1468403.0,https://photos.zillowstatic.com/fp/aca35b7f2e65901d5d8e7c4c24da859b-p_e.jpg,1499000,4,,-71.050285,42.311867,FOR_SALE,59113324,3999.0,1,4,2611,USA,USD,sqft,1.0,,,1,,,,2.0,1.0,574920.4814467125
0,,SINGLE_FAMILY,0.28409090909091,"29 Vermont St, West Roxbury, MA 02132",,1029276.0,https://photos.zillowstatic.com/fp/e0e0641500986916a5bafa8dc5a21df1-p_e.jpg,949900,3,,-71.16165,42.290424,FOR_SALE,59155857,3499.0,-1,2,1494,USA,USD,acres,1.0,Open: Fri. 4:30-6pm,OPEN_HOUSE,1,1.0,,,8.0,1.0,196290.28740128072
1,,SINGLE_FAMILY,5015.0,"20 Dale St, Roslindale, MA 02131",,981951.0,https://photos.zillowstatic.com/fp/a8b8b381bc990e0d7245b794857a9e82-p_e.jpg,949000,3,,-71.12709,42.27409,FOR_SALE,59147054,2429.0,-1,3,1941,USA,USD,sqft,1.0,Open: Sat. 12-1:30pm,OPEN_HOUSE,1,1.0,,,12.0,1.0,46868.589586545946
2,,SINGLE_FAMILY,7211.0,"19 Eastmont Rd, Hyde Park, MA 02136",,539892.0,https://photos.zillowstatic.com/fp/bf366b26c237fb12d227a76e4a2331b2-p_e.jpg,499900,3,,-71.14432,42.251373,FOR_SALE,59130186,3499.0,-1,1,1667,USA,USD,sqft,1.0,Open: Sat. 12-2pm,OPEN_HOUSE,1,1.0,,,9.0,1.0,-64060.28072759358
3,,SINGLE_FAMILY,6000.0,"5 Sunnyside St, Hyde Park, MA 02136",,732678.0,https://photos.zillowstatic.com/fp/905facdfa8ef598d1196759d852e007f-p_e.jpg,689000,3,,-71.13195,42.252533,FOR_SALE,59128026,3496.0,-1,3,2000,USA,USD,sqft,1.0,Open: Sat. 12-2pm,OPEN_HOUSE,1,1.0,,,9.0,1.0,25670.642823308706
4,,SINGLE_FAMILY,3068.0,"45 Sheridan St, Jamaica Plain, MA 02130",,827583.0,https://photos.zillowstatic.com/fp/ce9032e6d01ee8b7e12a38739f654738-p_e.jpg,799900,4,,-71.1077,42.320744,FOR_SALE,59131743,3599.0,-1,1,1953,USA,USD,sqft,1.0,Open: Thu. 11am-12pm,OPEN_HOUSE,1,1.0,,,11.0,1.0,-323609.9401437477
5,,SINGLE_FAMILY,4800.0,"16 Cotton St, Roslindale, MA 02131",,1526145.0,https://photos.zillowstatic.com/fp/23b89043fa44f24fec7f470087afb67b-p_e.jpg,1495000,4,,-71.12941,42.290836,FOR_SALE,59142195,2843.0,-1,4,2350,USA,USD,sqft,1.0,Open: Sat. 11am-12:30pm,OPEN_HOUSE,1,1.0,,,12.0,1.0,425691.61760939355
6,,MULTI_FAMILY,5459.0,"7 Grew Hill Rd, Roslindale, MA 02131",,830257.0,https://photos.zillowstatic.com/fp/bcf5648518b81eecf788aeed09eec6f9-p_e.jpg,795000,4,,-71.129326,42.27238,FOR_SALE,59146507,2692.0,1,2,1708,USA,USD,sqft,1.0,,,1,,,,12.0,1.0,-11893.673321335344
7,,SINGLE_FAMILY,0.27091368227732,"26 Vfw Pkwy, West Roxbury, MA 02132",,836003.0,https://photos.zillowstatic.com/fp/f37ff6538712ebe653499cb4118bac98-p_e.jpg,789000,3,,-71.13765,42.29552,FOR_SALE,59141645,3043.0,1,2,1456,USA,USD,acres,1.0,,,1,,,,12.0,1.0,85110.23117314489
8,,CONDO,1150.0,"39-41 Cranston St #1, Jamaica Plain, MA 02130",,,https://photos.zillowstatic.com/fp/49bbefb21a36fef339b7730ad1513c16-p_e.jpg,699000,2,,-71.10784,42.32021,FOR_SALE,2063008992,,-1,1,1150,USA,USD,sqft,1.0,Open: Sun. 12-2pm,OPEN_HOUSE,1,1.0,,# 1,11.0,1.0,896.8024099108297
9,,TOWNHOUSE,,"6 Warren Sq #2, Jamaica Plain, MA 02130",,1453499.0,https://photos.zillowstatic.com/fp/b64abf59874bf9fe2a8a422bdceea0e3-p_e.jpg,1425000,4,,-71.11181,42.313248,FOR_SALE,2080458534,5995.0,-1,4,2101,USA,USD,,1.0,Open: Sat. 12-1:30pm,OPEN_HOUSE,1,1.0,,# 2,11.0,1.0,223083.83582394663
10,,CONDO,,"70 Leo M Birmingham Pkwy APT 513, Brighton, MA 02135",,,https://photos.zillowstatic.com/fp/3347210cc607e872f4933b15b2bc88f8-p_e.jpg,625000,1,,-71.14701,42.359154,FOR_SALE,2058029357,,1,1,600,USA,USD,,1.0,,,1,,,Apt 513,10.0,1.0,139446.3503913785
11,,MULTI_FAMILY,4865.0,"31 Old Morton St, Mattapan, MA 02126",,504015.0,https://photos.zillowstatic.com/fp/e373290189a5b0ec68e3014f4a588c14-p_e.jpg,499000,4,,-71.07201,42.27377,FOR_SALE,59139043,2786.0,6,3,2138,USA,USD,sqft,1.0,,,1,,,,7.0,1.0,-237675.02059514553
12,,MULTI_FAMILY,8175.0,"148 Summit St, Hyde Park, MA 02136",,1315580.0,https://photos.zillowstatic.com/fp/0b5184bdd0dda7d9f95e5830e050b5c9-p_e.jpg,1250000,5,,-71.1169,42.247448,FOR_SALE,59127966,2942.0,-1,5,2523,USA,USD,sqft,1.0,Open: Thu. 12:30-2pm,OPEN_HOUSE,1,1.0,,,9.0,1.0,430604.4957275784
13,,MULTI_FAMILY,3464.0,"73 Mora St, Dorchester, MA 02124",,643760.0,https://photos.zillowstatic.com/fp/bbe57da2d206c5833171569697179541-p_e.jpg,639974,4,,-71.074585,42.282047,FOR_SALE,59118841,2388.0,-1,2,2325,USA,USD,sqft,1.0,Open: Sat. 12-1:30pm,OPEN_HOUSE,1,1.0,,,7.0,1.0,-140218.0784723137
14,,SINGLE_FAMILY,1806.0,"17 W Cedar St, Boston, MA 02108",,5952079.0,https://photos.zillowstatic.com/fp/02f9568cd47fd2f05a54235f456720a3-p_e.jpg,6350000,4,,-71.069466,42.358337,FOR_SALE,59173495,23150.0,1,5,3824,USA,USD,sqft,1.0,,,1,,,,5.0,1.0,1705634.5394861633
15,,TOWNHOUSE,,"67 Victoria Heights Rd #67, Hyde Park, MA 02136",,,https://photos.zillowstatic.com/fp/612733f423579795164a273d098f037a-p_e.jpg,437500,3,,-71.112686,42.270565,FOR_SALE,2058041930,,-1,3,1985,USA,USD,,1.0,Open: Sun. 12-2pm,OPEN_HOUSE,1,1.0,,# 67,12.0,1.0,-482616.2191347125
16,,CONDO,,"71 Perkins St #3, Jamaica Plain, MA 02130",,,https://photos.zillowstatic.com/fp/3fd007aee40bf8dcef5ec4929776b860-p_e.jpg,575000,1,,-71.11345,42.321667,FOR_SALE,2058023552,,-1,1,1082,USA,USD,,1.0,Open: Sat. 12-1:30pm,OPEN_HOUSE,1,1.0,,# 3,11.0,1.0,-87078.7162779487
17,,TOWNHOUSE,,"287 Shawmut Ave #1, Boston, MA 02118",,1771216.0,https://photos.zillowstatic.com/fp/922385d9e5d49d789fba908822750719-p_e.jpg,1799000,2,,-71.06974,42.342888,FOR_SALE,246887032,7704.0,1,3,1445,USA,USD,,1.0,,,1,,,# 1,4.0,1.0,-677622.0906040184
18,,CONDO,,"1241-1255 Adams St #PM306, Dorchester Center, MA 02124",,,https://photos.zillowstatic.com/fp/9dd5097ce541f9fa47f7d83a391ab428-p_e.jpg,699900,2,,-71.07009,42.271107,FOR_SALE,2058023553,,-1,1,1082,USA,USD,,1.0,Open: Sat. 1-3pm,OPEN_HOUSE,1,1.0,,# PM306,7.0,1.0,208968.3650641573
19,,SINGLE_FAMILY,4716.0,"45 Salman St, West Roxbury, MA 02132",,820726.0,https://photos.zillowstatic.com/fp/d55ae71fdb2b42d69736e821958df527-p_e.jpg,784900,4,,-71.16574,42.264988,FOR_SALE,59160540,4500.0,-1,2,1464,USA,USD,sqft,1.0,Open: Sat. 12-2pm,OPEN_HOUSE,1,1.0,,,8.0,1.0,39802.1169290049
22,,CONDO,600.0,"108 Gainsborough St APT 4W, Boston, MA 02115",,599199.0,https://photos.zillowstatic.com/fp/ffff83b89b7d74a548bd2a89db30c770-p_e.jpg,599000,1,,-71.08967,42.342316,FOR_SALE,59177786,2767.0,1,1,600,USA,USD,sqft,1.0,,,1,,,Apt 4W,4.0,1.0,732627.050311158
23,,CONDO,,"1 Dalton St #5801/5802, Boston, MA 02115",,,https://photos.zillowstatic.com/fp/d8aa56a31f32c3673987267496b3b848-p_e.jpg,38000000,5,,-71.08425,42.344948,FOR_SALE,2061181865,,-1,8,7848,USA,USD,,1.0,3D Tour,3D_HOME,1,,,# 5801/5802,4.0,1.0,15744176.430958264
24,,CONDO,,"4 Anawan Ave #7, West Roxbury, MA 02132",,,https://photos.zillowstatic.com/fp/135901e5034c56e6116289e36cbd730a-p_e.jpg,645000,2,,-71.14647,42.285748,FOR_SALE,2058026361,,-1,2,973,USA,USD,,1.0,Open: Sat. 11am-12pm,OPEN_HOUSE,1,1.0,,# 7,8.0,1.0,39212.393532757415
25,,CONDO,1117.0,"2 Rollins St APT D501, Boston, MA 02118",,1136696.0,https://photos.zillowstatic.com/fp/a5f78dd5da72ad41f4dcd2ed49f3c692-p_e.jpg,1149000,2,,-71.067764,42.341522,FOR_SALE,63709209,4440.0,-1,2,1117,USA,USD,sqft,1.0,Open: Sat. 12-2pm,OPEN_HOUSE,1,1.0,,Apt D501,4.0,1.0,-314412.9566156422
26,,CONDO,,"201 W Brookline St UNIT 202, Boston, MA 02118",,2401438.0,https://photos.zillowstatic.com/fp/cb0fe4f20d51c9e09f7bd7f50ca255dd-p_e.jpg,2495000,3,,-71.07657,42.343605,FOR_SALE,318225464,14037.0,1,4,2458,USA,USD,,1.0,,,1,,,Unit 202,4.0,1.0,-3110832.00746446
27,,CONDO,1654.0,"407-409 Shawmut Ave #8, Boston, MA 02118",,2342819.0,https://photos.zillowstatic.com/fp/2afa4babc8af7401aaf6be6b664835cc-p_e.jpg,2395000,2,,-71.07378,42.340458,FOR_SALE,190073276,9156.0,1,2,1654,USA,USD,sqft,1.0,,,1,,,# 8,4.0,1.0,-727234.0082978308
28,,CONDO,,"135 Seaport Blvd #2001, Boston, MA 02210",,2483000.0,https://photos.zillowstatic.com/fp/6876803b90ff929a2632995f230072c5-p_e.jpg,2495000,2,,-71.04365,42.350513,FOR_SALE,2077218293,10000.0,1,3,1317,USA,USD,,1.0,,,1,,,# 2001,1.0,1.0,1240237.8302522567
29,,CONDO,,"56 Winship St #202, Brighton, MA 02135",,,https://photos.zillowstatic.com/fp/6d7733043c3fa9ad687ebd8b234aeef1-p_e.jpg,999000,2,,-71.151825,42.34641,FOR_SALE,2058030393,,1,2,1235,USA,USD,,1.0,,,1,,,# 202,10.0,1.0,254277.41787676327
31,,MULTI_FAMILY,2500.0,"724 Saratoga St, East Boston, MA 02128",,999901.0,https://photos.zillowstatic.com/fp/839a2773ab0aaef9572226aa92104db7-p_e.jpg,999900,11,,-71.01853,42.38348,FOR_SALE,59124542,3901.0,3,4,3561,USA,USD,sqft,1.0,,,1,,,,3.0,1.0,-166198.798610216
